,user,time,type,square,number
179,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1122.0,number_add,71,8
180,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1099.0,note_add,72,6
173,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1098.0,note_remove,72,6
171,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1097.0,note_remove,72,6
187,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1097.0,note_add,72,6
172,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1096.0,note_add,72,6
182,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1094.0,number_add,72,6
185,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1089.0,note_add,30,3
186,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1087.0,note_add,31,3
188,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1084.0,note_add,33,6
220,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1083.0,note_add,34,6
189,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1069.0,number_add,8,3
190,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1057.0,note_add,30,4
192,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1056.0,note_add,39,4
221,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1046.0,number_add,60,2
193,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1038.0,note_add,64,2
194,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1037.0,note_add,65,2
195,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1009.0,note_add,19,3
184,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,1007.0,note_add,20,3
196,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,974.0,note_add,6,6
197,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,973.0,note_add,7,6
202,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,969.0,note_add,2,7
204,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,967.0,note_add,0,7
183,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,944.0,note_add,15,4
205,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,942.0,note_add,9,4
191,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,926.0,number_add,15,4
211,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,924.0,number_remove,9,0
215,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,923.0,number_remove,9,0
219,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,921.0,number_remove,9,0
216,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,921.0,number_remove,9,0
170,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,920.0,number_remove,9,0
175,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,918.0,number_add,9,4
176,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,916.0,number_add,9,0
169,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,908.0,number_add,16,5
178,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,896.0,note_add,12,8
174,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,894.0,note_add,13,8
181,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,877.0,note_add,19,4
177,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,875.0,number_add,18,4
263,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,854.0,number_remove,18,4
264,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,844.0,note_add,18,4
265,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,835.0,note_add,19,5
266,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,834.0,note_add,20,5
267,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,817.0,number_add,18,4
268,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,814.0,note_remove,19,4
269,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,779.0,note_add,44,4
270,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,777.0,note_add,53,4
271,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,768.0,note_add,62,6
272,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,766.0,number_add,62,6
273,4DAC289637328D23DABA43B9C6AB85F3FF989B55C249B066B6335C71FBFC58AC,752.0,note_add,67,6
