,user,time,type,square,number
102,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1185.737,number_add,60,2
120,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1180.829,note_add,64,2
101,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1180.289,note_add,65,2
99,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1172.208,note_add,22,2
91,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1171.8980000000001,note_add,23,2
121,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1160.378,number_add,8,3
111,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1157.123,note_add,30,3
104,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1156.665,note_add,31,3
103,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1147.045,note_add,73,3
109,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1145.802,note_add,74,3
114,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1140.6480000000001,note_add,19,3
97,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1140.01,note_add,20,3
93,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1127.985,number_add,15,4
51,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1124.746,note_add,19,4
81,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1124.2060000000001,note_add,18,4
75,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1118.6580000000001,note_add,44,4
85,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1118.298,note_add,53,4
83,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1115.026,note_add,39,4
78,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1114.6,note_add,30,4
82,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1106.585,note_add,16,5
80,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1105.506,note_add,25,5
79,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1103.167,number_add,78,5
90,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1098.276,note_add,57,5
84,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1097.9489999999998,note_add,59,5
86,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1092.2069999999999,note_add,19,5
76,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1091.748,note_add,20,5
88,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1089.9160000000002,number_add,18,4
92,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1087.675,note_remove,19,4
96,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1081.606,number_add,46,4
89,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1076.83,number_add,44,4
113,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1075.521,note_remove,53,4
116,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1072.839,number_add,39,4
105,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1071.121,number_remove,39,4
108,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1069.845,number_add,30,4
44,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1068.857,number_add,31,3
46,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1061.2,note_add,57,3
42,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1060.792,note_add,59,3
50,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1055.525,note_add,12,3
41,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1055.1480000000001,note_add,14,3
45,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1041.2269999999999,number_add,72,6
168,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1035.19,note_add,33,6
47,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1034.765,note_add,34,6
43,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1024.1580000000001,note_add,22,6
61,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1023.682,note_add,23,6
62,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1021.581,note_add,6,6
48,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1021.105,note_add,7,6
49,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1017.837,note_add,71,6
53,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1017.3610000000001,note_add,62,6
52,5D9853F81E4757A859E2E6405CA3E3E3B94FD12F4A1F3D169F6A7CDD6C126EDB,1003.7669999999999,note_add,0,7
