,user,time,type,square,number
42,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,751.9056,number_add,6,1
32,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,743.6126,number_add,37,1
19,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,661.0718,number_remove,36,9
4,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,661.0718,number_add,36,9
46,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,546.4883,number_add,1,3
3,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,540.7432,number_add,3,5
51,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,531.373,number_add,12,3
40,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,526.804,number_add,21,1
41,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,517.41,number_add,9,1
50,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,514.5246,number_add,11,2
52,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,510.8461,number_add,20,5
25,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,509.4543,number_add,18,7
12,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,498.5328,number_add,72,2
33,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,495.9308,number_add,73,7
0,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,473.4774,number_add,46,2
20,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,443.435,number_add,39,7
35,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,440.1047,number_add,57,9
43,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,437.9841,number_add,64,9
28,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,436.791,number_add,68,5
13,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,434.819,number_add,55,5
23,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,430.6105,number_add,58,6
37,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,429.0865,number_add,59,7
7,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,415.6969,number_add,22,9
31,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,406.7985,number_add,41,4
38,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,393.9067,number_add,49,5
34,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,390.6758,number_add,42,5
26,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,387.8256,number_add,33,2
36,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,385.9038,number_add,40,2
15,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,381.1314,number_add,31,3
30,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,365.8036,number_add,47,7
6,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,360.2357,number_add,51,4
44,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,-1.0,enjoy,-1,7
54,0A928871A8CCC54230CF240EA6967AA3D4F8F7AB2217CFF4B671FC6D9F709A31,-1.0,difficulty,-1,9
